DLR_DEALER_CODE_C,DLR_DEALER_SUBCD_C,UDBI03_PACKED_PART_C,PINVTY_QDATE_Y,PINVTY_PRT_QOH_A,UDBI03_PRT_STKING_F,UDBI03_LAST_SALE_Y,PRT_DEALER_COST_A
90257,PI   ,AB3117032AA,04-03-18,1,N,02/19/2018,19.3
90148,PI   ,MECV6J2K021AA,12-07-18,1,N,10/24/2018,52.48
90678,PI   ,AB392161635BA3A06,06/30/2017,1,U,03-10-15,6.71
90343,PI   ,CT1Q6730AB,12-07-18,1,N,06-05-18,7
90715,PI   ,7M5R6C631AD,12-07-18,1,N,11/27/2018,38.28
90257,PI   ,W525904S300,04-03-18,6,N,07/25/2017,5.03
90427,PI   ,8V516P082AD,12-07-18,4,N,11/28/2018,40.87
90343,PI   ,4M5G6A994AA,12-07-18,3,N,07/24/2018,3.12
91098,PI   ,BE8Z8100A,12-07-18,1,N,12-07-18,5.3
91098,PI   ,4M5Z12405A,12-07-18,10,Y,11/28/2018,2.81
90678,PI   ,W707693S437,06/30/2017,4,U,09/20/2016,5.74
90715,PI   ,4M5Z12405A,12-07-18,12,N,11-03-18,3.51
90770,PI   ,BB3Q8N039GB,04-03-18,1,N,03/19/2018,18.14
90427,PI   ,3415731,12-07-18,36,N,11/21/2018,16.89
90257,PI   ,K318ALPR,04-03-18,1,N,02/19/2018,283.55
91124,PI   ,97FG15520AD,12-07-18,1,N,11/29/2018,20.09
90639,PI   ,7M5R6C631AD,12-07-18,2,N,11/23/2018,38.78
90647,PI   ,AB3928401BC,06/30/2017,2,U,06/30/2017,10.14
91123,PI   ,CV612K021BA,12-07-18,2,Y,08/30/2018,60.42
91123,PI   ,96MM6K340AB,12-07-18,7,Y,07/25/2018,2.06
90678,PI   ,UF9P67P1XA,06/30/2017,1,U,08/25/2014,5.93
90343,PI   ,BB3Q6744BA,12-07-18,74,N,12-06-18,6.41
90427,PI   ,YS618K218CA,12-07-18,3,N,11/30/2018,27.85
90639,PI   ,MEYS6J2K021DE,12-07-18,1,N,11/23/2018,29.22
91124,PI   ,8A6AA22050GH,12-07-18,1,Y,09/21/2018,69.07
98060,PI   ,AB3917K740EA,04-02-18,1,Y,11/15/2017,22.63
91064,PI   ,EB3T9E740HB3JA6,12/28/2017,1,Y,11-04-16,0
90416,PI   ,2S696714AB,06/27/2017,49,N,06/27/2017,4.28
91064,PI   ,BK2Q8527AA,12-07-18,1,Y,07/24/2018,3.36
90678,PI   ,WL5118380SA,06/30/2017,1,U,06/30/2017,16.03
90647,PI   ,BK212N248BD           ,06/22/2017,36,U,05/16/2017,30.28
90770,PI   ,YS412261AA,04-03-18,3,N,02/23/2018,9.41
90427,PI   ,EB3G9L440DB,12-07-18,3,N,11-12-18,170.07
98060,PI   ,DS7Q6734AA,04-02-18,4,N,03/14/2018,13.39
90647,PI   ,6M5G6K292BA           ,06/22/2017,12,U,04/24/2017,8.64
90678,PI   ,2M5T14197HA,06/30/2017,11,U,08-08-16,13.93
90427,PI   ,995641400,12-07-18,6,N,12-03-18,0.53
91123,PI   ,GM5JS17528FA,12-07-18,2,Y,09-05-18,8.57
91080,PI   ,CN159H307CB,12-07-18,1,Y,07/23/2015,86.71
91064,PI   ,AB398W005BE,12-07-18,1,Y,08-03-17,27.02
90427,PI   ,AV1118B647AB,12-07-18,1,N,03-01-18,43.32
90148,PI   ,8A6117A849AB,12-07-18,1,N,10-12-18,0
90343,PI   ,8A6A22053EB,12-07-18,1,N,11/28/2018,37.13
90257,PI   ,CK4Q9K546AA,04-03-18,4,N,03-12-18,304.06
91123,PI   ,AFL71M1C,12-07-18,1,Y,10/17/2018,5.04
90678,PI   ,CM5G9N454DD,06/30/2017,1,U,06/29/2017,56.82
90647,PI   ,2M599155AC            ,06/22/2017,12,U,03/22/2017,9.55
90678,PI   ,BAF16A665A,06/30/2017,1,U,03-04-14,27.18
90257,PI   ,AS6J17528DA,04-03-18,5,N,03/27/2018,5.68
90416,PI   ,FDBPGZL0,06/27/2017,131,N,06/23/2017,2.8
90148,PI   ,LF5013Z40AMC,12-07-18,1,N,10-05-18,12.74
90678,PI   ,9L8Z6730A,06/30/2017,6,U,06/26/2017,1.78
90148,PI   ,8V5118D543AA,12-07-18,3,N,11-05-18,6.92
90647,PI   ,5L2A13465AA,06/27/2017,4,U,06/27/2017,4.58
90343,PI   ,995641400,12-07-18,114,N,12-06-18,0.18
90678,PI   ,XS6H18B647AA,06/30/2017,1,U,01-11-17,14
90148,PI   ,CC119176BC,12-07-18,5,N,11/28/2018,37.03
90647,PI   ,96MM8587AD,06/28/2017,1,U,06/28/2017,3.31
91123,PI   ,9M5Q8A615AA,12-07-18,1,Y,11-07-18,142.4
90343,PI   ,CV1Z15K859B,12-07-18,1,N,12-06-18,39.41
90647,PI   ,7M3909010UA           ,06/22/2017,4,U,05-08-17,42.27
90257,PI   ,BK3Q6K679CD,04-03-18,2,N,02/19/2018,36.45
90770,PI   ,3M515C486BF,04-03-18,1,N,02/20/2018,35.33
91123,PI   ,8V516P082AD,12-07-18,2,Y,06-04-18,39.2
91065,PI   ,HU7JM4G323AA,12-07-18,1,Y,11/23/2018,19.75
90343,PI   ,8V217540A1E,12-07-18,1,N,11-02-18,127.95
90647,PI   ,7S7G6714BB,06/28/2017,23,U,06/28/2017,5.16
90427,PI   ,AS6J17528CA,12-07-18,1,N,11/19/2018,4.95
90639,PI   ,AB317E063CB,12-07-18,1,N,11/16/2018,29.28
90770,PI   ,W708894S300,04-03-18,2,N,12-12-17,0.68
90343,PI   ,W709046S300,12-07-18,2,N,11/27/2018,0.25
90148,PI   ,MEBU2J5A281C1A,12-07-18,1,Y,10/17/2018,11.05
91064,PI   ,2M5C9155AC,12-07-18,3,N,10-08-18,13.61
90770,PI   ,3C117548AA,12-07-18,1,Y,11/22/2018,25.99
90678,PI   ,AS6917683AF,06/30/2017,1,U,05/31/2017,45.11
90647,PI   ,CC119176BC,06/26/2017,1,U,06/26/2017,30.64
90639,PI   ,EB3B4120530AC,12-07-18,1,N,12-03-18,62.96
90715,PI   ,FB3Q6A228BA,12-07-18,6,N,12-03-18,100.25
90770,PI   ,AB399176AC,12-07-18,55,N,12-07-18,32.78
90427,PI   ,AU2Z17V528AA,12-07-18,8,N,09/14/2018,4.08
90257,PI   ,GV6Z9P449C,04-03-18,5,N,02/21/2018,16.75
90715,PI   ,AB3922053DD,12-07-18,1,N,10-01-18,61.16
90427,PI   ,BE8Z6K254A,12-07-18,5,N,12-04-18,22.13
91080,PI   ,98MM6065AC,12-07-18,1,N,11/15/2018,3.11
90678,PI   ,3M513B438AC,06/30/2017,2,U,10-02-14,17.09
90427,PI   ,6N298B274AB,12-07-18,2,N,11/19/2018,17.72
90639,PI   ,81AG13464AA,12-07-18,35,N,12-06-18,1.23
90647,PI   ,2S617A543AE           ,06/22/2017,5,U,06-05-17,44.31
90148,PI   ,EB3B17666AA,12-07-18,1,N,07-06-18,10.74
91123,PI   ,GIFT,12-07-18,16,N,12-07-18,24.68
91123,PI   ,AB3919E616BA,12-07-18,2,Y,10/24/2018,11.15
90427,PI   ,CV6E12405AA,12-07-18,16,N,11-01-18,7.43
91123,PI   ,2S6Q6734AA,12-07-18,9,N,12-07-18,0.81
91064,PI   ,XS6E6M256AD,12-07-18,1,Y,09-07-18,9.97
90678,PI   ,PA3327623,06/30/2017,1,U,07-05-16,19.79
90639,PI   ,C0ST6TCRBMEC,12-07-18,3,N,11/23/2018,242.67
90427,PI   ,AS6918097CB,12-07-18,2,N,11/19/2018,0
91064,PI   ,BK2Q6K780BA,12-07-18,3,Y,08/24/2018,8.35
90148,PI   ,CN152K021CA,12-07-18,2,Y,12-06-18,114.92
91123,PI   ,AV6Z9155B,12-07-18,5,N,12-06-18,30.68
90678,PI   ,AFG60MC,06/30/2017,19,U,01/24/2014,19.96
98060,PI   ,6S699601AA,04-02-18,2,N,03/15/2018,6.68
90343,PI   ,YS6F12286A1A,12-07-18,1,N,05/25/2018,7.24
90678,PI   ,AB3919A522AD,06/30/2017,1,U,03/23/2016,132.48
91123,PI   ,FD1990153,12-07-18,2,Y,09-07-18,2.37
90343,PI   ,96MM6K288BA,12-07-18,15,N,12-06-18,23.38
90639,PI   ,3370807,12-07-18,26,N,12-03-18,2.47
98060,PI   ,8V511125AD,04-02-18,2,N,03/16/2018,59.81
90343,PI   ,WE0113R79B,12-07-18,4,N,12-03-18,2.1
90678,PI   ,BK3Q6019CB,06/30/2017,1,U,07-06-16,55.71
91065,PI   ,PL520FP0027,12-07-18,301,N,12-05-18,2.83
91123,PI   ,H1BG37521AB,12-07-18,1,Y,11/24/2018,13.11
91123,PI   ,996062202SA,12-07-18,1,Y,11-09-18,2.5
90639,PI   ,DB3913405AA,12-07-18,1,N,11/14/2018,113.1
90678,PI   ,DG9H18D483BA,06/30/2017,6,U,06/13/2017,11.04
90647,PI   ,AU7112A650AC          ,06/22/2017,3,U,05/31/2017,1060.07
90257,PI   ,995641400,04-03-18,10,N,03/23/2018,0.62
91124,PI   ,96MM6714B1AM1C,12-07-18,5,N,12-07-18,3.56
90427,PI   ,10416,12-07-18,2,N,04/25/2018,319.14
90647,PI   ,AB3921060C20AD3AN6    ,06/22/2017,1,U,04/20/2017,17.7
90257,PI   ,CS6G12405AA,04-03-18,21,N,03-05-18,5.36
90427,PI   ,BE8Z8100A,12-07-18,5,N,12-05-18,5.33
98060,PI   ,AV6Q9155BA,04-02-18,1,N,03-05-18,49.61
90770,PI   ,8V5J19G244AA,12-07-18,2,N,12-04-18,8.76
90343,PI   ,EB3B26613D60BA,12-07-18,2,N,11/30/2018,19.5
91123,PI   ,DS7Z9922053E,12-07-18,1,Y,11-06-18,9.45
90678,PI   ,7M5R6C631AD,06/30/2017,2,U,06-06-17,34.36
91123,PI   ,94FB16B626AA,12-07-18,2,N,11/23/2018,10.71
90343,PI   ,DB3913404BA,12-07-18,1,N,07/26/2018,142.1
90343,PI   ,8F9A9Y460GA,12-07-18,1,N,11/20/2018,99.4
98060,PI   ,8A3911000BF,04-02-18,1,Y,04-02-18,111.19
90715,PI   ,8V2112B579AA,12-07-18,1,N,11/28/2018,118
90343,PI   ,XS6F12A648BA,12-07-18,1,N,11/29/2018,17.42
91065,PI   ,DS7Z9601D,12-07-18,3,N,11/29/2018,20.2
90343,PI   ,AV6Q9155BA,12-07-18,3,N,11-07-18,42.16
90639,PI   ,AB3919N619AA,12-07-18,55,N,12-06-18,6.86
90148,PI   ,6S6T15520AA,12-07-18,1,N,11-09-18,11.6
90343,PI   ,81AG13464AA,12-07-18,8,N,12-06-18,1.14
90678,PI   ,1C159601AF,06/30/2017,3,U,12-07-16,6.59
90770,PI   ,FDIG0GD,12-07-18,3,N,10/31/2018,28.25
90148,PI   ,DS7Z9601D,12-07-18,1,N,10/24/2018,16.45
90427,PI   ,GR3Z2001A,12-07-18,1,N,10-11-18,249.49
91098,PI   ,BF500D0T4MC,12-07-18,37,N,12-07-18,2.8
91106,PI   ,98AB11688AA,12-07-18,4,Y,08/15/2018,3.56
91064,PI   ,H2MZ2001B,12-07-18,2,Y,08-06-18,27.08
91123,PI   ,UR5839040B,12-07-18,2,N,11/23/2018,28.99
90148,PI   ,XS6F12405A2A,12-07-18,13,N,11/30/2018,2.25
90343,PI   ,BB5E2A451BD,12-07-18,1,N,11-12-18,244.6
90416,PI   ,AB312L361ABMC,06/27/2017,7,N,06/27/2017,50.88
90715,PI   ,6N298B274AB,12-07-18,7,N,12-04-18,17.88
91123,PI   ,95AC2K021AA,12-07-18,1,Y,10/30/2018,19.03
90257,PI   ,DS7G7540DC,04-03-18,1,N,12-05-17,280.87
91064,PI   ,AS6917527AC,12-07-18,1,Y,05/28/2018,15.66
90678,PI   ,6M5119B514AD,06/30/2017,1,U,07/19/2016,18.16
90715,PI   ,8V41S17528BA,12-07-18,6,N,10-02-18,19.9
91106,PI   ,AB312L361AB,12-07-18,4,N,12-06-18,74.63
91123,PI   ,6M2117B804AD,12-07-18,2,Y,07/19/2018,10.8
91065,PI   ,MFL449,12-07-18,12,Y,05/22/2018,5.1
90343,PI   ,BK31V02328AD5JA6,12-07-18,1,N,09/14/2018,7.06
91065,PI   ,2M5C9155AC,12-07-18,1,N,12-05-18,16.81
90257,PI   ,DB3918045GB,04-03-18,2,N,03/29/2018,50.18
90427,PI   ,SXM104BL,12-07-18,50,N,11/19/2018,1.95
90427,PI   ,6S6T15520AA,12-07-18,1,N,12-06-18,11.67
90427,PI   ,AB3921402A84MA5BAW,12-07-18,1,N,11/30/2018,10.76
90678,PI   ,BF9T9448AA,06/30/2017,7,U,05/13/2015,9.91
91065,PI   ,20252,12-07-18,3,Y,11/14/2018,282.24
90427,PI   ,CB5E12405AA,12-07-18,12,N,12-03-18,7.58
90647,PI   ,BK212K021AB           ,06/22/2017,56,U,05/18/2017,99.96
91124,PI   ,7M391181AA,12-07-18,1,Y,12-07-18,1.7
90427,PI   ,8M5Q6379BA,12-07-18,1,N,08-10-18,0
90715,PI   ,AB399601AD,12-07-18,36,N,12-06-18,23.89
91064,PI   ,WL8115908A,12-07-18,1,Y,04/17/2018,8.49
91080,PI   ,AM5Q6D314AA,12-07-18,1,Y,11/22/2018,79.01
91124,PI   ,MFL209MC,12-07-18,3,Y,09/25/2018,6.09
91098,PI   ,2S613K099AC1,12-07-18,1,Y,09/26/2018,6.74
91098,PI   ,14050007,12-07-18,31,N,12-07-18,2.48
90678,PI   ,93BB3B477AC,06/30/2017,2,U,05-03-17,7.39
90770,PI   ,2S615B720AA,12-07-18,4,N,10/26/2018,0.61
90343,PI   ,8V211130HB,12-07-18,1,N,12-06-18,20.78
90148,PI   ,AV6Q6C301DA,12-07-18,2,N,12-03-18,17.38
90427,PI   ,CV617M121HA,12-07-18,1,N,01/18/2018,0
90715,PI   ,AS6918045CB,12-07-18,2,N,12-06-18,50.26
90427,PI   ,2M5C9155AC,12-07-18,1,N,12-06-18,14.4
91065,PI   ,GHP953150,12-07-18,1,Y,11/14/2018,26.63
90647,PI   ,DM5G6051AA,06/28/2017,1,U,06/28/2017,21.66
91123,PI   ,CC119601CB,12-07-18,4,N,12-03-18,16.02
91064,PI   ,2S6E6D314A1C,12-07-18,1,N,09/26/2018,27.12
90678,PI   ,4M5J19G244AA,06/30/2017,1,U,06-06-17,12.59
90427,PI   ,CN1Z14A626A,12-07-18,2,N,11/29/2018,43.05
90427,PI   ,BK21666B04AD,12-07-18,8,N,08/22/2018,24.51
90257,PI   ,8U3919G219CD,04-03-18,24,N,03/29/2018,6.12
90770,PI   ,CG9R7048ACA,04-03-18,1,N,01-12-18,4.41
90639,PI   ,8V5J19G244AA,12-07-18,13,N,12-05-18,9.33
98060,PI   ,BK2Q9K546AG,04-02-18,1,N,03/16/2018,141.39
90647,PI   ,XS7Q8575AA,06/30/2017,1,U,06/27/2017,17.5
91064,PI   ,CN1A16700BB,12-07-18,1,Y,03/27/2017,53.41
91064,PI   ,CM5E12405BA,12-07-18,22,Y,05-04-18,7.91
90148,PI   ,W709347S307,12-07-18,5,N,11-07-18,1.3
91064,PI   ,BM5G12405CA,12-07-18,8,N,10-11-18,10.99
90343,PI   ,EV4Z14A411F,12-07-18,1,N,11/23/2018,95.18
90678,PI   ,3M5AR220K51AG,06/30/2017,1,U,05/18/2017,23
91124,PI   ,8A6AA22050HK,12-07-18,1,Y,06/25/2018,101.48
91124,PI   ,W715309S300,12-07-18,1,Y,12-07-18,0
90427,PI   ,CM5G8K530AA,12-07-18,1,N,10/15/2018,12.97
90678,PI   ,8V411K024AC,06/30/2017,4,U,06/27/2017,3.04
91080,PI   ,9M5Q6C855AA,12-07-18,1,Y,11-03-17,1.98
91080,PI   ,AV6N19G244AA,12-07-18,9,N,12-06-18,14.05
91124,PI   ,15FR37CPA,12-07-18,1,N,12-06-18,184.68
90770,PI   ,WE0114302M1C,12-07-18,2,N,12-06-18,2.79
90148,PI   ,6N298B274AB,12-07-18,1,N,10/29/2018,17.89
90647,PI   ,2S6J19G244AA          ,06/22/2017,3,U,05/15/2017,9.22
90715,PI   ,8V512K021B1B,12-07-18,1,N,09/17/2018,44.83
90678,PI   ,20208,06/30/2017,2,U,06/23/2017,207.11
98060,PI   ,W527434S300,04-02-18,1,Y,03-05-18,2.76
90148,PI   ,9XG16303ZA,12-07-18,1,N,11-01-18,37.85
90678,PI   ,8V219601A1A,06/30/2017,5,U,06/29/2017,7.43
90148,PI   ,AFG182MC,12-07-18,3,N,11/26/2018,11.27
90257,PI   ,FSA145060ECF,04-03-18,23,N,03/28/2018,54.94
91098,PI   ,WSSM2C913BMC1L,12-07-18,3,N,12-07-18,4.98
90678,PI   ,AS7A22053EA,06/30/2017,5,U,06/20/2017,46.78
91080,PI   ,AB3J9601A1B,12-07-18,5,N,11/28/2018,14.82
91065,PI   ,BK312K021AD,12-07-18,1,N,12-03-18,66.09
91124,PI   ,AB392161734AA3A06,12-07-18,1,Y,10/16/2018,2.99
90715,PI   ,BV612K021AC,12-07-18,5,N,11/21/2018,97.47
90427,PI   ,WSSM2C913BMC5L,12-07-18,68,N,12-05-18,24.87
91123,PI   ,AB3917K741EA,12-07-18,1,Y,09-11-18,28.44
90257,PI   ,6N293K155AC,04-03-18,4,N,03-06-18,17.29
91064,PI   ,BB5317402AA,12-07-18,2,Y,11-02-18,11.27
91064,PI   ,AB396K683CE,12-07-18,1,N,11-05-18,115.31
90678,PI   ,AB397890CG,06/30/2017,1,U,06/30/2017,36.92
91123,PI   ,AB392163178BA,12-07-18,1,Y,10/16/2018,0.41
91106,PI   ,5U3917528DA18,12-07-18,14,N,12-05-18,1.98
90647,PI   ,CM5G6065EA,06/28/2017,8,U,06/28/2017,2.48
90427,PI   ,LF5013Z40AMC,12-07-18,1,N,11/20/2018,15.24
90343,PI   ,XS6F12405A2A,12-07-18,22,N,12-06-18,2.27
90427,PI   ,CM5G6065EA,12-07-18,4,N,11/14/2018,2.77
91064,PI   ,MFL293,12-07-18,5,Y,07/17/2018,3.26
90678,PI   ,AY113R827AA,06/30/2017,2,U,02/17/2016,1.42
90770,PI   ,CM5E8620BA,04-03-18,1,N,02/15/2018,15.94
98060,PI   ,2S6Q6734AA,04-02-18,26,N,03/28/2018,0.79
90678,PI   ,F00127238SA1,06/30/2017,7,U,05-09-17,0.97
91065,PI   ,AU2Z17V528HA,12-07-18,4,N,12-07-18,5.97
91124,PI   ,AV6Z9155B,12-07-18,5,N,12-04-18,30.68
91080,PI   ,AB396K683CE,12-07-18,1,N,11/29/2018,93.01
90639,PI   ,AB396C301AB,12-07-18,1,N,11-12-18,36.17
90647,PI   ,AV1T13A803AC          ,06/22/2017,2,U,06-08-17,42.25
91124,PI   ,2M5C9155AC,12-07-18,2,N,11/29/2018,13.98
90257,PI   ,20206,04-03-18,1,N,03-05-18,413.8
90770,PI   ,AB3917528DC,12-07-18,10,N,11/20/2018,6.69
90647,PI   ,XS6E6K255AA           ,06/22/2017,2,U,06/21/2017,5.65
91065,PI   ,CN1Z74274A32A,12-07-18,1,Y,01/23/2018,3.86
98060,PI   ,FSA137410ECF,04-02-18,1,N,03-01-18,45.02
90148,PI   ,6N293B438AA,12-07-18,10,N,11/21/2018,25.02
90647,PI   ,3M5AR220K51AG         ,06/22/2017,4,U,06-06-17,27.12
90257,PI   ,AB399176AC,04-03-18,40,N,04-03-18,35.59
90678,PI   ,4M5G6N664FA,06/30/2017,5,U,06-12-17,8.02
90427,PI   ,BK2Q9M577AA,12-07-18,6,N,11/23/2018,2.67
91080,PI   ,AB392106010AF3AN6,12-07-18,1,Y,08-05-16,77.37
98060,PI   ,AB3921060C20AD3AN6,04-02-18,1,Y,03/26/2018,19.91
90257,PI   ,BE8Z12286A,04-03-18,1,N,03/20/2018,11.87
90148,PI   ,W715256S300,12-07-18,2,N,11/21/2018,1.03
90678,PI   ,4L5E8620E1A,06/30/2017,2,U,03/23/2016,22.91
90678,PI   ,AS6915201AC,06/30/2017,1,U,09/24/2016,28.49
90639,PI   ,DS7Z9922053E,12-07-18,1,N,12-06-18,10.84
90639,PI   ,AFG182MC,12-07-18,1,N,12-04-18,11.32
98060,PI   ,8V211130JB,04-02-18,1,N,03/29/2018,22.21
91124,PI   ,AE8Q6D314AB,12-07-18,2,Y,07-12-18,37.21
91124,PI   ,BP5ESNGK,12-07-18,2,Y,06/13/2018,1.45
98060,PI   ,C0ST6TCSC,04-02-18,1,Y,11/15/2017,206.28
90427,PI   ,W713297S300,12-07-18,4,N,10/29/2018,2.49
98060,PI   ,AB311000BB,04-02-18,4,N,02/20/2018,23.92
91064,PI   ,6E5Z14526AA,12-07-18,1,Y,08-01-18,1.49
90639,PI   ,BK21B03100CMDFS,12-07-18,1,N,10/26/2018,425.17
90647,PI   ,AAEFLUSH,06/29/2017,1,U,06-08-17,98.75
91123,PI   ,WL8113Z40MC,12-07-18,5,Y,09/27/2018,6.83
91065,PI   ,7M519E857CE,12-07-18,1,N,12-04-18,86.27
91064,PI   ,997007180,12-07-18,2,N,12-03-18,1.61
91064,PI   ,DSGATFC01AA,12-07-18,4,N,10-09-18,21.03
91064,PI   ,AB312200AAMC,12-07-18,2,Y,05-08-18,57.92
90427,PI   ,8G917N621AB,12-07-18,1,N,11/26/2018,3.33
90647,PI   ,YS6J2K021A1B          ,06/22/2017,2,U,05-10-17,26.82
90678,PI   ,2S6Q6K288AC,06/30/2017,1,U,03/15/2017,31.71
91123,PI   ,E1GA9Y460CA,12-07-18,1,Y,03-12-18,170.31
98060,PI   ,BV6A9Y460AA,04-02-18,1,N,03-12-18,195.83
90148,PI   ,AB3917528CC,12-07-18,13,N,12-04-18,5.84
90639,PI   ,W500032S442,12-07-18,4,N,10-08-18,1.02
90678,PI   ,CV2Q6B217AB,06/30/2017,1,U,09/30/2016,32.13
91080,PI   ,W700945S437M,12-07-18,2,Y,10-04-17,0.9
91080,PI   ,CN15A219A65NF,12-07-18,2,Y,10-03-18,173.79
98060,PI   ,EB3T15K871BBA,04-02-18,1,Y,03/26/2018,16.51
91065,PI   ,XS618B081DC,12-07-18,1,Y,09/27/2017,8.22
90678,PI   ,BK211125BC,06/30/2017,2,U,04/19/2017,95.63
90639,PI   ,95AB2200B1A,12-07-18,1,N,09/20/2018,30.82
90427,PI   ,7U7JM2C938AB,12-07-18,58,N,12-06-18,17.66
98060,PI   ,AB3922053DD,04-02-18,1,N,03/23/2018,64.37
90343,PI   ,C1BB15A222BA5YZ9,12-07-18,1,N,10/31/2018,28.4
91065,PI   ,UH7134019A,12-07-18,5,Y,11/16/2018,1.3
90257,PI   ,GK2JS17528BA,04-03-18,1,N,03/29/2018,17.02
90715,PI   ,6C1Q6M256BB,12-07-18,1,N,11-02-18,8.86
91124,PI   ,88WM6K340DA,12-07-18,2,Y,10-05-18,3.1
90678,PI   ,12103765,06/30/2017,248,U,05-03-17,1.85
90343,PI   ,2S6Q6B217AE,12-07-18,2,N,08/13/2018,25.08
91123,PI   ,H1BZ6675B,12-07-18,1,Y,08/24/2018,151.2
90770,PI   ,W717540S450,04-03-18,1,N,09/21/2017,0.7
90257,PI   ,GS7JN17402BA,04-03-18,3,N,04-03-18,27.24
98060,PI   ,7S7G6714BB,04-02-18,4,N,03/29/2018,5.75
90770,PI   ,9M5Q6734AA,12-07-18,2,N,11-12-18,0.46
90770,PI   ,DG9Z8100A,04-03-18,4,N,03-08-18,3.89
91123,PI   ,8V217A564AD,12-07-18,1,N,12-07-18,38.05
90647,PI   ,MFL263,06/23/2017,7,U,06/23/2017,2.66
90647,PI   ,2S6G9K478BD           ,06/22/2017,2,U,05-09-17,18.69
90639,PI   ,AB3915201AA,12-07-18,1,N,10/13/2018,62.71
91123,PI   ,8V5J1K018AA,12-07-18,1,Y,11-05-18,52.19
90343,PI   ,3U5A19H250EA,12-07-18,1,N,09-11-18,26.83
90427,PI   ,D1B19F276BA,12-07-18,1,N,07/30/2018,9.07
91098,PI   ,YS4Z1125BA,12-07-18,2,N,12-03-18,36.76
91064,PI   ,6S699601AA,12-07-18,8,N,10/15/2018,6.62
91124,PI   ,96FB3C156AE,12-07-18,1,Y,06/25/2018,38.96
90678,PI   ,F28510602SA1,06/30/2017,1,U,04-12-17,0.73
91065,PI   ,W715776S300,12-07-18,1,N,11-08-18,3.67
90427,PI   ,8A6A22053FA,12-07-18,1,N,09-04-18,24.36
90148,PI   ,CN1517528CB,12-07-18,3,N,12-05-18,14.78
91098,PI   ,AA6E6714AA,12-07-18,6,N,12-07-18,6.03
90343,PI   ,AB399601AD,12-07-18,98,N,12-06-18,23.89
91106,PI   ,EB3C3052AA,12-07-18,1,Y,10/16/2018,17.55
90343,PI   ,AB3Z2V001A,12-07-18,28,N,12-03-18,42.53
91124,PI   ,3415731,12-07-18,28,N,11/14/2018,15.96
90770,PI   ,ME2S6G8591A1A,04-03-18,2,N,11/23/2017,58.09
90427,PI   ,W707209S442,12-07-18,2,N,11/15/2018,1.71
90715,PI   ,2N1115201AB,12-07-18,3,N,11/21/2018,23.38
90678,PI   ,BK3Q8A582AA,06/30/2017,1,U,03/23/2016,8.9
91123,PI   ,ACCWXBC1MC,12-07-18,85,N,12-07-18,3.69
91065,PI   ,AB3919N619AA,12-07-18,21,N,12-07-18,8.79
91064,PI   ,DS7Q6730AA,12-07-18,7,N,12-06-18,11.97
90148,PI   ,2S61A22642AB3YYW,12-07-18,1,N,09/19/2018,0.09
90148,PI   ,AB3913A356AA,12-07-18,1,N,08/17/2018,26.18
90715,PI   ,2S6Z9155A,12-07-18,4,N,12-06-18,12.18
98060,PI   ,MEAV6J2M008AA,04-02-18,1,N,03-08-18,49.72
91065,PI   ,5M5Q8A615AB,12-07-18,3,N,12-07-18,68.53
91080,PI   ,UNI4PCF,12-07-18,93,N,12-07-18,10.43
90678,PI   ,AV6Q6M250AB,06/30/2017,1,U,03/15/2017,28.15
91065,PI   ,AB399451BA,12-07-18,1,N,11/30/2018,30.64
90148,PI   ,EL8A9F479AA,12-07-18,1,N,11/30/2018,15.08
90678,PI   ,3C117A508AB,06/30/2017,1,U,07/21/2016,27.91
90148,PI   ,W700420S403,12-07-18,3,N,11/20/2018,0.58
98060,PI   ,AB315486BB,04-02-18,1,Y,04-02-18,12.39
90343,PI   ,6M5G6700BA,12-07-18,1,N,11/20/2018,7.72
90770,PI   ,2S619601C1AMC,12-07-18,9,N,12-06-18,5.19
90715,PI   ,94FB16B626AA,12-07-18,2,N,11/22/2018,12.14
90770,PI   ,EB3G9601AA,12-07-18,2,N,11/30/2018,31.66
90678,PI   ,93ZT17271BA,06/30/2017,1,U,03-07-17,4.75
90343,PI   ,7M5112A648AA,12-07-18,1,N,11/26/2018,18.38
90343,PI   ,W520102S442,12-07-18,2,N,12-06-18,0.31
90770,PI   ,CN119601AD,12-07-18,6,N,12-04-18,13.33
90770,PI   ,BK312N248AD,04-03-18,4,N,02-09-18,20.93
90715,PI   ,81AG13465AA,12-07-18,21,N,12-06-18,3.5
91098,PI   ,AB313A493BB,12-07-18,4,N,10/17/2018,21.77
90257,PI   ,MEAV6J2M008AA,04-03-18,4,N,03/20/2018,31.25
90678,PI   ,AB3921600B12AA3A06,06/30/2017,2,U,07-06-16,5.08
90343,PI   ,GK2JS17528BA,12-07-18,1,N,11/15/2018,14.97
90678,PI   ,2724E8K501B,06/30/2017,1,U,09-02-14,1.2
90678,PI   ,BM51A20562AH,06/30/2017,1,U,02-03-16,23.49
90770,PI   ,81AG13464AA,12-07-18,7,N,12-03-18,1.14
90678,PI   ,AB3917757AD,06/30/2017,1,U,07/25/2016,135.01
90639,PI   ,HB3T14290CSA,12-07-18,1,N,03/22/2018,745.18
90647,PI   ,3S7Q6700AD            ,06/22/2017,4,U,05/24/2017,12.85
91065,PI   ,AB392126680AB3AN6,12-07-18,1,Y,07/18/2017,25.57
